14 14 1.000000 1.000000
1 1 3.660000e-01
1 2 3.780000e-01
1 3 3.900000e-01
1 4 4.130000e-01
1 5 4.480000e-01
1 6 4.760000e-01
1 7 5.260000e-01
1 8 5.490000e-01
1 9 5.600000e-01
1 10 5.690000e-01
1 11 5.750000e-01
1 12 5.640000e-01
1 13 5.610000e-01
1 14 3.660000e-01
2 1 3.640000e-01
2 2 3.940000e-01
2 3 3.840000e-01
2 4 4.120000e-01
2 5 4.320000e-01
2 6 4.580000e-01
2 7 5.260000e-01
2 8 5.430000e-01
2 9 5.590000e-01
2 10 5.840000e-01
2 11 5.840000e-01
2 12 5.770000e-01
2 13 5.670000e-01
2 14 3.640000e-01
3 1 3.660000e-01
3 2 4.050000e-01
3 3 3.910000e-01
3 4 4.020000e-01
3 5 4.140000e-01
3 6 4.340000e-01
3 7 4.980000e-01
3 8 5.360000e-01
3 9 5.620000e-01
3 10 5.590000e-01
3 11 5.750000e-01
3 12 5.850000e-01
3 13 5.810000e-01
3 14 3.660000e-01
4 1 3.650000e-01
4 2 4.150000e-01
4 3 3.930000e-01
4 4 3.980000e-01
4 5 4.050000e-01
4 6 4.210000e-01
4 7 4.600000e-01
4 8 5.320000e-01
4 9 5.520000e-01
4 10 5.350000e-01
4 11 5.760000e-01
4 12 5.880000e-01
4 13 5.820000e-01
4 14 3.650000e-01
5 1 3.620000e-01
5 2 4.000000e-01
5 3 3.900000e-01
5 4 3.940000e-01
5 5 3.980000e-01
5 6 4.130000e-01
5 7 4.400000e-01
5 8 4.820000e-01
5 9 5.230000e-01
5 10 5.530000e-01
5 11 5.470000e-01
5 12 5.560000e-01
5 13 5.790000e-01
5 14 3.620000e-01
6 1 3.630000e-01
6 2 3.860000e-01
6 3 3.880000e-01
6 4 3.890000e-01
6 5 3.970000e-01
6 6 4.010000e-01
6 7 4.250000e-01
6 8 4.530000e-01
6 9 5.180000e-01
6 10 5.340000e-01
6 11 5.350000e-01
6 12 5.400000e-01
6 13 5.520000e-01
6 14 3.630000e-01
7 1 3.610000e-01
7 2 3.800000e-01
7 3 3.860000e-01
7 4 3.880000e-01
7 5 3.930000e-01
7 6 4.020000e-01
7 7 4.090000e-01
7 8 4.230000e-01
7 9 4.620000e-01
7 10 5.050000e-01
7 11 5.210000e-01
7 12 5.400000e-01
7 13 5.500000e-01
7 14 3.610000e-01
8 1 3.600000e-01
8 2 3.650000e-01
8 3 4.100000e-01
8 4 3.830000e-01
8 5 3.860000e-01
8 6 3.970000e-01
8 7 3.990000e-01
8 8 4.100000e-01
8 9 4.310000e-01
8 10 4.700000e-01
8 11 5.090000e-01
8 12 5.340000e-01
8 13 5.230000e-01
8 14 3.600000e-01
9 1 3.590000e-01
9 2 3.630000e-01
9 3 4.010000e-01
9 4 3.830000e-01
9 5 3.840000e-01
9 6 3.860000e-01
9 7 3.920000e-01
9 8 4.000000e-01
9 9 4.160000e-01
9 10 4.350000e-01
9 11 4.730000e-01
9 12 5.030000e-01
9 13 5.060000e-01
9 14 3.590000e-01
10 1 3.580000e-01
10 2 3.630000e-01
10 3 3.810000e-01
10 4 3.840000e-01
10 5 3.820000e-01
10 6 3.830000e-01
10 7 3.970000e-01
10 8 3.970000e-01
10 9 4.020000e-01
10 10 4.160000e-01
10 11 4.290000e-01
10 12 4.710000e-01
10 13 4.810000e-01
10 14 3.580000e-01
11 1 3.580000e-01
11 2 3.620000e-01
11 3 3.680000e-01
11 4 3.760000e-01
11 5 3.770000e-01
11 6 3.840000e-01
11 7 3.870000e-01
11 8 3.930000e-01
11 9 3.960000e-01
11 10 4.030000e-01
11 11 4.170000e-01
11 12 4.310000e-01
11 13 4.650000e-01
11 14 3.580000e-01
12 1 3.600000e-01
12 2 3.660000e-01
12 3 3.690000e-01
12 4 3.740000e-01
12 5 3.830000e-01
12 6 3.810000e-01
12 7 3.820000e-01
12 8 3.880000e-01
12 9 3.930000e-01
12 10 3.970000e-01
12 11 4.040000e-01
12 12 4.120000e-01
12 13 4.380000e-01
12 14 3.600000e-01
13 1 3.670000e-01
13 2 3.730000e-01
13 3 3.900000e-01
13 4 3.810000e-01
13 5 3.690000e-01
13 6 3.780000e-01
13 7 3.790000e-01
13 8 3.840000e-01
13 9 3.870000e-01
13 10 3.960000e-01
13 11 4.000000e-01
13 12 4.120000e-01
13 13 4.200000e-01
13 14 3.670000e-01
14 1 3.660000e-01
14 2 3.780000e-01
14 3 3.900000e-01
14 4 4.130000e-01
14 5 4.480000e-01
14 6 4.760000e-01
14 7 5.260000e-01
14 8 5.490000e-01
14 9 5.600000e-01
14 10 5.690000e-01
14 11 5.750000e-01
14 12 5.640000e-01
14 13 5.610000e-01
14 14 3.660000e-01
