14 14 1.000000 1.000000
1 1 3.630000e-01
1 2 3.680000e-01
1 3 3.800000e-01
1 4 4.050000e-01
1 5 4.230000e-01
1 6 4.430000e-01
1 7 4.900000e-01
1 8 5.400000e-01
1 9 5.570000e-01
1 10 5.780000e-01
1 11 5.700000e-01
1 12 5.870000e-01
1 13 5.730000e-01
1 14 3.630000e-01
2 1 3.650000e-01
2 2 3.890000e-01
2 3 3.990000e-01
2 4 3.980000e-01
2 5 4.140000e-01
2 6 4.240000e-01
2 7 4.610000e-01
2 8 5.380000e-01
2 9 5.560000e-01
2 10 5.680000e-01
2 11 5.760000e-01
2 12 5.830000e-01
2 13 5.910000e-01
2 14 3.650000e-01
3 1 3.610000e-01
3 2 3.870000e-01
3 3 4.040000e-01
3 4 3.940000e-01
3 5 4.040000e-01
3 6 4.170000e-01
3 7 4.380000e-01
3 8 5.020000e-01
3 9 5.520000e-01
3 10 5.150000e-01
3 11 5.590000e-01
3 12 5.850000e-01
3 13 5.860000e-01
3 14 3.610000e-01
4 1 3.600000e-01
4 2 4.000000e-01
4 3 3.930000e-01
4 4 3.910000e-01
4 5 4.010000e-01
4 6 4.110000e-01
4 7 4.230000e-01
4 8 4.700000e-01
4 9 5.070000e-01
4 10 5.450000e-01
4 11 5.490000e-01
4 12 5.550000e-01
4 13 5.660000e-01
4 14 3.600000e-01
5 1 3.600000e-01
5 2 3.840000e-01
5 3 3.920000e-01
5 4 3.880000e-01
5 5 3.950000e-01
5 6 3.990000e-01
5 7 4.120000e-01
5 8 4.440000e-01
5 9 4.840000e-01
5 10 5.310000e-01
5 11 5.390000e-01
5 12 5.370000e-01
5 13 5.480000e-01
5 14 3.600000e-01
6 1 3.580000e-01
6 2 3.680000e-01
6 3 4.040000e-01
6 4 3.870000e-01
6 5 3.910000e-01
6 6 3.980000e-01
6 7 4.060000e-01
6 8 4.180000e-01
6 9 4.500000e-01
6 10 4.990000e-01
6 11 5.180000e-01
6 12 5.300000e-01
6 13 5.580000e-01
6 14 3.580000e-01
7 1 3.580000e-01
7 2 3.640000e-01
7 3 3.860000e-01
7 4 3.840000e-01
7 5 3.850000e-01
7 6 3.940000e-01
7 7 3.970000e-01
7 8 4.050000e-01
7 9 4.250000e-01
7 10 4.600000e-01
7 11 4.980000e-01
7 12 5.300000e-01
7 13 5.350000e-01
7 14 3.580000e-01
8 1 3.550000e-01
8 2 3.610000e-01
8 3 3.900000e-01
8 4 3.900000e-01
8 5 3.840000e-01
8 6 3.860000e-01
8 7 3.930000e-01
8 8 3.950000e-01
8 9 4.130000e-01
8 10 4.200000e-01
8 11 4.680000e-01
8 12 5.000000e-01
8 13 5.120000e-01
8 14 3.550000e-01
9 1 3.570000e-01
9 2 3.600000e-01
9 3 3.810000e-01
9 4 3.880000e-01
9 5 3.820000e-01
9 6 3.830000e-01
9 7 3.880000e-01
9 8 3.950000e-01
9 9 4.010000e-01
9 10 4.110000e-01
9 11 4.290000e-01
9 12 4.580000e-01
9 13 4.840000e-01
9 14 3.570000e-01
10 1 3.580000e-01
10 2 3.600000e-01
10 3 3.660000e-01
10 4 3.740000e-01
10 5 3.800000e-01
10 6 3.830000e-01
10 7 3.830000e-01
10 8 3.920000e-01
10 9 3.960000e-01
10 10 4.000000e-01
10 11 4.120000e-01
10 12 4.260000e-01
10 13 4.490000e-01
10 14 3.580000e-01
11 1 3.580000e-01
11 2 3.620000e-01
11 3 3.680000e-01
11 4 3.710000e-01
11 5 3.800000e-01
11 6 3.840000e-01
11 7 3.830000e-01
11 8 3.860000e-01
11 9 3.920000e-01
11 10 3.970000e-01
11 11 4.050000e-01
11 12 4.180000e-01
11 13 4.320000e-01
11 14 3.580000e-01
12 1 3.610000e-01
12 2 3.770000e-01
12 3 3.850000e-01
12 4 3.750000e-01
12 5 3.660000e-01
12 6 3.780000e-01
12 7 3.770000e-01
12 8 3.820000e-01
12 9 3.870000e-01
12 10 3.930000e-01
12 11 3.950000e-01
12 12 4.070000e-01
12 13 4.210000e-01
12 14 3.610000e-01
13 1 3.670000e-01
13 2 3.720000e-01
13 3 3.720000e-01
13 4 3.720000e-01
13 5 3.730000e-01
13 6 3.760000e-01
13 7 3.760000e-01
13 8 3.800000e-01
13 9 3.850000e-01
13 10 3.890000e-01
13 11 3.930000e-01
13 12 3.970000e-01
13 13 4.080000e-01
13 14 3.670000e-01
14 1 3.630000e-01
14 2 3.680000e-01
14 3 3.800000e-01
14 4 4.050000e-01
14 5 4.230000e-01
14 6 4.430000e-01
14 7 4.900000e-01
14 8 5.400000e-01
14 9 5.570000e-01
14 10 5.780000e-01
14 11 5.700000e-01
14 12 5.870000e-01
14 13 5.730000e-01
14 14 3.630000e-01
