6 6 1.000000 1.000000
1 1 1.000000e-07
1 2 1.000000e-07
1 3 1.000000e-07
1 4 1.000000e-07
1 5 1.000000e-07
1 6 1.000000e-07
2 1 1.000000e-07
2 2 1.000000e-07
2 3 1.000000e-07
2 4 1.000000e-07
2 5 1.000000e-07
2 6 1.000000e-07
3 1 1.000000e-07
3 2 1.000000e-07
3 3 1.000000e-07
3 4 1.000000e-07
3 5 1.000000e-07
3 6 1.000000e-07
4 1 1.000000e-07
4 2 1.000000e-07
4 3 1.000000e-07
4 4 1.000000e-07
4 5 1.000000e-07
4 6 1.000000e-07
5 1 1.000000e-07
5 2 1.000000e-07
5 3 1.000000e-07
5 4 1.000000e-07
5 5 1.000000e-07
5 6 1.000000e-07
6 1 1.000000e-07
6 2 1.000000e-07
6 3 1.000000e-07
6 4 1.000000e-07
6 5 1.000000e-07
6 6 1.000000e-07
