18 18 1.000000 1.000000
1 1 5.650000e-01
1 2 5.660000e-01
1 3 5.710000e-01
1 4 5.790000e-01
1 5 5.820000e-01
1 6 5.940000e-01
1 7 6.070000e-01
1 8 6.240000e-01
1 9 6.290000e-01
1 10 6.580000e-01
1 11 6.630000e-01
1 12 6.580000e-01
1 13 6.470000e-01
1 14 6.490000e-01
1 15 6.260000e-01
1 16 6.420000e-01
1 17 6.180000e-01
1 18 5.650000e-01
2 1 5.660000e-01
2 2 5.720000e-01
2 3 5.890000e-01
2 4 5.890000e-01
2 5 5.900000e-01
2 6 6.040000e-01
2 7 6.250000e-01
2 8 6.360000e-01
2 9 6.490000e-01
2 10 6.570000e-01
2 11 6.850000e-01
2 12 6.720000e-01
2 13 6.240000e-01
2 14 6.190000e-01
2 15 6.170000e-01
2 16 6.300000e-01
2 17 6.050000e-01
2 18 5.660000e-01
3 1 5.720000e-01
3 2 5.890000e-01
3 3 5.970000e-01
3 4 5.920000e-01
3 5 5.990000e-01
3 6 6.040000e-01
3 7 6.150000e-01
3 8 6.210000e-01
3 9 6.450000e-01
3 10 6.530000e-01
3 11 6.870000e-01
3 12 6.660000e-01
3 13 6.780000e-01
3 14 6.590000e-01
3 15 6.470000e-01
3 16 6.450000e-01
3 17 6.270000e-01
3 18 5.720000e-01
4 1 5.770000e-01
4 2 5.880000e-01
4 3 5.920000e-01
4 4 5.900000e-01
4 5 6.090000e-01
4 6 6.250000e-01
4 7 6.360000e-01
4 8 6.460000e-01
4 9 6.550000e-01
4 10 6.570000e-01
4 11 6.810000e-01
4 12 6.900000e-01
4 13 6.900000e-01
4 14 6.630000e-01
4 15 6.650000e-01
4 16 6.660000e-01
4 17 6.690000e-01
4 18 5.770000e-01
5 1 5.820000e-01
5 2 5.860000e-01
5 3 5.950000e-01
5 4 5.970000e-01
5 5 6.110000e-01
5 6 6.290000e-01
5 7 6.330000e-01
5 8 6.280000e-01
5 9 6.520000e-01
5 10 6.810000e-01
5 11 6.790000e-01
5 12 6.500000e-01
5 13 6.960000e-01
5 14 6.620000e-01
5 15 6.620000e-01
5 16 6.410000e-01
5 17 6.690000e-01
5 18 5.820000e-01
6 1 5.820000e-01
6 2 5.890000e-01
6 3 5.890000e-01
6 4 5.990000e-01
6 5 6.220000e-01
6 6 6.200000e-01
6 7 6.210000e-01
6 8 6.180000e-01
6 9 6.410000e-01
6 10 6.580000e-01
6 11 6.440000e-01
6 12 6.560000e-01
6 13 6.910000e-01
6 14 6.740000e-01
6 15 6.520000e-01
6 16 6.330000e-01
6 17 6.100000e-01
6 18 5.820000e-01
7 1 5.780000e-01
7 2 5.830000e-01
7 3 5.830000e-01
7 4 5.960000e-01
7 5 6.030000e-01
7 6 6.190000e-01
7 7 6.090000e-01
7 8 6.170000e-01
7 9 6.180000e-01
7 10 6.400000e-01
7 11 6.280000e-01
7 12 6.580000e-01
7 13 6.520000e-01
7 14 6.400000e-01
7 15 6.440000e-01
7 16 6.730000e-01
7 17 6.520000e-01
7 18 5.780000e-01
8 1 5.770000e-01
8 2 5.780000e-01
8 3 5.870000e-01
8 4 5.940000e-01
8 5 6.070000e-01
8 6 6.150000e-01
8 7 6.040000e-01
8 8 6.040000e-01
8 9 6.310000e-01
8 10 6.350000e-01
8 11 6.370000e-01
8 12 6.370000e-01
8 13 6.510000e-01
8 14 6.180000e-01
8 15 6.200000e-01
8 16 6.410000e-01
8 17 6.420000e-01
8 18 5.770000e-01
9 1 5.750000e-01
9 2 5.800000e-01
9 3 5.890000e-01
9 4 5.960000e-01
9 5 6.070000e-01
9 6 6.220000e-01
9 7 6.120000e-01
9 8 6.210000e-01
9 9 6.300000e-01
9 10 6.350000e-01
9 11 6.590000e-01
9 12 6.420000e-01
9 13 6.190000e-01
9 14 6.130000e-01
9 15 6.000000e-01
9 16 6.240000e-01
9 17 6.160000e-01
9 18 5.750000e-01
10 1 5.710000e-01
10 2 5.830000e-01
10 3 6.000000e-01
10 4 5.940000e-01
10 5 5.950000e-01
10 6 5.950000e-01
10 7 5.970000e-01
10 8 6.170000e-01
10 9 6.430000e-01
10 10 6.570000e-01
10 11 6.410000e-01
10 12 6.300000e-01
10 13 6.160000e-01
10 14 5.970000e-01
10 15 5.960000e-01
