17 17 243 3
1.000000 1.000000    0.000    0.035    0.138    0.241    0.344    0.447    0.550    0.653    0.756    0.859    0.961    1.064    1.167    1.270    1.373    1.476    1.579    1.682    1.785    1.888    1.990    2.093    2.196    2.299    2.402    2.505    2.608    2.711    2.814    2.916    3.019    3.122    3.225    3.328    3.431    3.534    3.637    3.740    3.842    3.945    4.048    4.151    4.254    4.357    4.460    4.563    4.666    4.768    4.871    4.974    5.077    5.180    5.283    5.386    5.489    5.592    5.694    5.797    5.900    6.003    6.106    6.209    6.312    6.415    6.518    6.620    6.723    6.826    6.929    7.032    7.135    7.238    7.341    7.444    7.547    7.649    7.752    7.855    7.958    8.061    8.164    8.267    8.370    8.473    8.575    8.678    8.781    8.884    8.987    9.090    9.193    9.296    9.399    9.501    9.604    9.707    9.810    9.913   10.016   10.119   10.222   10.325   10.427   10.530   10.633   10.736   10.839   10.942   11.045   11.148   11.251   11.353   11.456   11.559   11.662   11.765   11.868   11.971   12.074   12.177   12.280   12.382   12.485   12.588   12.691   12.794   12.897   13.000   13.103   13.206   13.308   13.411   13.514   13.617   13.720   13.823   13.926   14.029   14.132   14.234   14.337   14.440   14.543   14.646   14.749   14.852   14.955   15.058   15.160   15.263   15.366   15.469   15.572   15.675   15.778   15.881   15.984   16.086   16.189   16.292   16.395   16.498   16.601   16.704   16.807   16.910   17.013   17.115   17.218   17.321   17.424   17.527   17.630   17.733   17.836   17.939   18.041   18.144   18.247   18.350   18.453   18.556   18.659   18.762   18.865   18.967   19.070   19.173   19.276   19.379   19.482   19.585   19.688   19.791   19.893   19.996   20.099   20.202   20.501   20.997   21.493   21.989   22.484   22.980   23.476   23.972   24.467   24.963   25.459   25.955   26.450   26.946   27.442   27.938   28.434   28.929   29.425   29.921   30.417   30.912   31.408   31.904   32.400   32.895   33.391   33.887   34.383   34.878   35.374   35.870   36.366   36.861   37.357   37.853   38.349   38.844   39.340   39.836   40.336   45.336   50.336   55.336   60.336   65.336 
1 1 30 0.208927 7.621174
1 1 31 0.162094 7.002919
1 1 32 0.126420 6.446086
1 1 33 0.102266 6.006221
1 1 34 0.087664 5.705553
1 2 31 0.200125 6.392920
1 2 32 0.101903 5.104995
1 2 33 0.052173 4.083957
1 2 40 0.005951 3.067076
1 3 31 0.200125 6.392920
1 3 32 0.101903 5.104995
1 3 33 0.052173 4.083957
1 3 40 0.005951 3.067076
1 4 31 0.200125 6.392920
1 4 32 0.101903 5.104995
1 4 33 0.052173 4.083957
1 4 40 0.005951 3.067076
1 5 29 0.240708 7.869552
1 5 30 0.098486 5.842211
1 5 31 0.037899 4.249418
1 5 32 0.014090 3.055537
1 5 33 0.005176 2.188308
1 5 34 0.001896 1.565699
1 7 31 0.189903 6.634444
1 7 32 0.139709 5.989193
1 7 33 0.099524 5.348962
1 8 31 0.200125 6.392920
1 8 32 0.101903 5.104995
1 8 33 0.052173 4.083957
1 8 40 0.005951 3.067076
1 10 44 0.145235 5.530489
1 10 45 0.142532 5.495961
1 14 33 0.214337 6.710103
1 14 34 0.093091 5.081592
1 14 35 0.040661 3.855575
1 14 40 0.000928 1.822102
1 14 41 0.000665 1.630340
1 14 42 0.000479 1.461911
1 14 43 0.000348 1.313416
1 14 44 0.000256 1.186102
1 17 40 0.083353 6.069443
1 17 41 0.071950 5.778995
1 17 42 0.061608 5.487663
1 17 43 0.052354 5.197865
1 17 44 0.044350 4.918204
1 17 45 0.037911 4.667642
1 17 46 0.033005 4.456947
2 1 21 0.179521 7.375514
2 1 22 0.132643 6.667793
2 1 23 0.097478 6.017126
2 1 27 0.079058 7.243447
2 1 28 0.040992 5.819210
2 1 29 0.020815 4.642522
2 1 30 0.010654 3.713704
2 1 31 0.005580 2.993407
2 1 32 0.002984 2.429747
2 1 33 0.001625 1.984329
2 1 34 0.000893 1.625159
2 1 35 0.000492 1.332228
2 2 30 0.208927 7.621174
2 2 31 0.162094 7.002919
2 2 32 0.126420 6.446086
2 2 33 0.102266 6.006221
2 2 34 0.087664 5.705553
2 3 29 0.245851 6.511192
2 3 31 0.206610 8.363499
2 3 32 0.084866 6.217031
2 3 33 0.034895 4.623004
2 4 29 0.240708 7.869552
2 4 30 0.098486 5.842211
2 4 31 0.037899 4.249418
2 4 32 0.014090 3.055537
2 4 33 0.005176 2.188308
2 4 34 0.001896 1.565699
2 5 29 0.245851 6.511192
2 5 31 0.206610 8.363499
2 5 32 0.084866 6.217031
2 5 33 0.034895 4.623004
2 6 29 0.245851 6.511192
2 6 31 0.206610 8.363499
2 6 32 0.084866 6.217031
2 6 33 0.034895 4.623004
2 7 29 0.240708 7.869552
2 7 30 0.098486 5.842211
2 7 31 0.037899 4.249418
2 7 32 0.014090 3.055537
2 7 33 0.005176 2.188308
2 7 34 0.001896 1.565699
2 8 31 0.200125 6.392920
2 8 32 0.101903 5.104995
2 8 33 0.052173 4.083957
2 8 40 0.005951 3.067076
2 9 31 0.176337 6.162505
2 9 32 0.089050 4.907422
2 9 33 0.045166 3.913632
2 9 34 0.022929 3.122038
2 9 41 0.001784 2.054421
2 10 31 0.233734 4.844182
2 10 32 0.043816 2.772419
2 10 39 0.005028 2.323342
2 12 43 0.263189 6.230919
2 14 43 0.264150 6.239903
2 15 43 0.263189 6.230919
2 16 43 0.264150 6.239903
2 17 32 0.201937 6.796896
2 17 33 0.174455 6.473411
2 17 34 0.146791 6.111361
2 17 42 0.002981 2.571070
2 17 43 0.001630 2.102429
2 17 44 0.000896 1.722288
3 1 33 0.177280 6.291226
3 1 34 0.160627 6.087721
3 1 35 0.143373 5.861435
3 1 42 0.051515 6.510110
3 1 43 0.001662 2.072503
3 2 29 0.245851 6.511192
3 2 31 0.206610 8.363499
3 2 32 0.084866 6.217031
3 2 33 0.034895 4.623004
3 4 29 0.245851 6.511192
3 4 31 0.206610 8.363499
3 4 32 0.084866 6.217031
3 4 33 0.034895 4.623004
3 5 30 0.208927 7.621174
3 5 31 0.162094 7.002919
3 5 32 0.126420 6.446086
3 5 33 0.102266 6.006221
3 5 34 0.087664 5.705553
3 9 31 0.200125 6.392920
3 9 32 0.101903 5.104995
3 9 33 0.052173 4.083957
3 9 40 0.005951 3.067076
3 10 31 0.176337 6.162505
3 10 32 0.089050 4.907422
3 10 33 0.045166 3.913632
3 10 34 0.022929 3.122038
3 10 41 0.001784 2.054421
3 12 43 0.264150 6.239903
3 13 43 0.263189 6.230919
3 14 33 0.177280 6.291226
3 14 34 0.160627 6.087721
