  65.322    0.00000
  60.322    0.00000
  55.322    0.00000
  50.322    0.00000
  45.322    0.00000
  40.322    0.00000
  39.822    0.00000
  39.326    0.00000
  38.830    0.00000
  38.335    0.00000
  37.839    0.00000
  37.343    0.00000
  36.847    0.00000
  36.352    0.00000
  35.856    0.00000
  35.360    0.00000
  34.864    0.00000
  34.369    0.00000
  33.873    0.00000
  33.377    0.00000
  32.881    0.00000
  32.386    0.00000
  31.890    0.00000
  31.394    0.00000
  30.898    0.00000
  30.403    0.00000
  29.907    0.00000
  29.411    0.00000
  28.915    0.00000
  28.420    0.00000
  27.924    0.00000
  27.428    0.00000
  26.932    0.00000
  26.437    0.00000
  25.941    0.00000
  25.445    0.00000
  24.949    0.00000
  24.454    0.00000
  23.958    0.00000
  23.462    0.00000
  22.966    0.00000
  22.471    0.00000
  21.975    0.00000
  21.479    0.00000
  20.983    0.00000
  20.488    0.00000
  20.188    0.00000
  20.085    0.00000
  19.982    0.00000
  19.880    0.00000
  19.777    0.00000
  19.674    0.00000
  19.571    0.00000
  19.468    0.00000
  19.365    0.00000
  19.262    0.00000
  19.159    0.00000
  19.056    0.00000
  18.954    0.00000
  18.851    0.00000
  18.748    0.00000
  18.645    0.00000
  18.542    0.00000
  18.439    0.00000
  18.336    0.00000
  18.233    0.00000
  18.130    0.00000
  18.028    0.00000
  17.925    0.00000
  17.822    0.00000
  17.719    0.00000
  17.616    0.00000
  17.513    0.00000
  17.410    0.00000
  17.307    0.00000
  17.204    0.00000
  17.101    0.00000
  16.999    0.00000
  16.896    0.00000
  16.793    0.00000
  16.690    0.00000
  16.587    0.00000
  16.484    0.00000
  16.381    0.00000
  16.278    0.00000
  16.175    0.00000
  16.073    0.00000
  15.970    0.00000
  15.867    0.00000
  15.764    0.00000
  15.661    0.00000
  15.558    0.00000
  15.455    0.00000
  15.352    0.00000
  15.249    0.00000
  15.147    0.00000
  15.044    0.00000
  14.941    0.00000
  14.838    0.00000
  14.735    0.00000
  14.632    0.00000
  14.529    0.00000
  14.426    0.00000
  14.323    0.00000
  14.221    0.00000
  14.118    0.00000
  14.015    0.00000
  13.912    0.00000
  13.809    0.00000
  13.706    0.00000
  13.603    0.00000
  13.500    0.00000
  13.397    0.00000
  13.295    0.00000
  13.192    0.00000
  13.089    0.00000
  12.986    0.00000
  12.883    0.00000
  12.780    0.00000
  12.677    0.00000
  12.574    0.00000
  12.471    0.00000
  12.368    0.00000
  12.266    0.00000
  12.163    0.00000
  12.060    0.00000
  11.957    0.00000
  11.854    0.00000
  11.751    0.00000
  11.648    0.00000
  11.545    0.00000
  11.442    0.00000
  11.340    0.00000
  11.237    0.00000
  11.134    0.00000
  11.031    0.00000
  10.928    0.00000
  10.825    0.00000
  10.722    0.00000
  10.619    0.00000
  10.516    0.00000
  10.414    0.00000
  10.311    0.00000
  10.208    0.00000
  10.105    0.00000
  10.002    0.00000
   9.899    0.00000
   9.796    0.00000
   9.693    0.00000
   9.590    0.00000
   9.488    0.00000
   9.385    0.00000
   9.282    0.00000
   9.179    0.00000
   9.076    0.00000
   8.973    0.00000
   8.870    0.00000
   8.767    0.00000
   8.664    0.00000
   8.562    0.00000
   8.459    0.00000
   8.356    0.00000
   8.253    0.00000
   8.150    0.00000
   8.047    0.00000
   7.944    0.00000
   7.841    0.00000
   7.738    0.00000
   7.635    0.00000
   7.533    0.00000
   7.430    0.00000
   7.327    0.00000
   7.224    0.00000
   7.121    0.00000
   7.018    0.00000
   6.915    0.00000
   6.812    0.00000
   6.709    0.00000
   6.607    0.00000
   6.504    0.00000
   6.401    0.00000
   6.298    0.00000
   6.195    0.00000
   6.092    0.00000
   5.989    0.00000
   5.886    0.00000
   5.783    0.00000
   5.681    0.00000
   5.578    0.00000
   5.475    0.00000
   5.372    0.00000
   5.269    0.00000
   5.166    0.00000
   5.063    0.00000
   4.960    0.00000
   4.857    0.00000
   4.755    0.00000
   4.652    0.00000
   4.549    0.00000
   4.446    0.00000
   4.343    0.00000
   4.240    0.00000
   4.137    0.00000
   4.034    0.00000
   3.931    0.00000
   3.829    0.00000
   3.726    0.00000
   3.623    0.00000
   3.520    0.00000
   3.417    0.00000
   3.314    0.00000
   3.211    0.00000
   3.108    0.00000
   3.005    0.00000
   2.903    0.00000
   2.800    0.00000
   2.697    0.00000
   2.594    0.00000
   2.491    0.00000
   2.388    0.00000
   2.285    0.00000
   2.182    0.00000
   2.079    0.00000
   1.977    0.00000
   1.874    0.00000
   1.771    0.00000
   1.668    0.00000
   1.565    0.00000
   1.462    0.00000
   1.359    0.00000
   1.256    0.00000
   1.153    0.00000
   1.050    0.00000
   0.948    0.00000
   0.845    0.00000
   0.742    0.00000
   0.639    0.00000
   0.536    0.00000
   0.433    0.00000
   0.330    0.00000
   0.227    0.00000
   0.124    0.00000
   0.022    0.00000
