  65.338    0.12144  216.264 4.067251e+15 1.718074e+09 8.520891e+20 1.640876e+10 1.517812e+12
  60.338    0.23397  236.908 7.153097e+15 5.290657e+09 1.498574e+21 2.991729e+10 2.669421e+12
  55.338    0.44976  251.053 1.297577e+16 1.548909e+10 2.718423e+21 5.567075e+10 4.842481e+12
  50.338    0.86347  258.659 2.417897e+16 4.966704e+10 5.065495e+21 1.035102e+11 9.023721e+12
  45.338    1.63492  264.230 4.481580e+16 1.447567e+11 9.388909e+21 1.914114e+11 1.672716e+13
  40.338    3.05505  252.095 8.777518e+16 4.403987e+11 1.838890e+22 3.574768e+11 3.276983e+13
  39.838    3.27661  250.274 9.482563e+16 6.066683e+11 1.986597e+22 3.793065e+11 3.540859e+13
  39.342    3.50549  248.703 1.020901e+17 6.780425e+11 2.138788e+22 4.068474e+11 3.812218e+13
  38.846    3.75433  247.641 1.098062e+17 7.509986e+11 2.300440e+22 4.356452e+11 4.100465e+13
  38.351    4.00621  246.630 1.176534e+17 8.267252e+11 2.464839e+22 4.646069e+11 4.393626e+13
  37.855    4.29226  246.197 1.262756e+17 9.081900e+11 2.645475e+22 4.963945e+11 4.715739e+13
  37.359    4.57832  245.765 1.349282e+17 9.905792e+11 2.826745e+22 5.280450e+11 5.038982e+13
  36.863    4.90753  244.565 1.453401e+17 1.088401e+12 3.044874e+22 5.662379e+11 5.427957e+13
  36.368    5.24046  243.298 1.560079e+17 1.190749e+12 3.268366e+22 6.050437e+11 5.826522e+13
  35.872    5.62289  241.741 1.684713e+17 1.307141e+12 3.529474e+22 6.504603e+11 6.292160e+13
  35.376    6.01298  240.138 1.813618e+17 1.424465e+12 3.799529e+22 6.971908e+11 6.773788e+13
  34.880    6.46335  239.492 1.954719e+17 1.547968e+12 4.095135e+22 7.481067e+11 7.301011e+13
  34.385    6.92527  238.919 2.099438e+17 1.667818e+12 4.398323e+22 7.998501e+11 7.841812e+13
  33.889    7.44286  238.392 2.261340e+17 1.798152e+12 4.737507e+22 8.569309e+11 8.446854e+13
  33.393    7.98523  237.606 2.434142e+17 1.934766e+12 5.099527e+22 9.170070e+11 9.092677e+13
  32.897    8.56966  236.384 2.625806e+17 2.085464e+12 5.501064e+22 9.818731e+11 9.809087e+13
  32.402    9.20470  234.985 2.837172e+17 2.249586e+12 5.943876e+22 1.052395e+12 1.059920e+14
  31.906    9.86772  233.537 3.060395e+17 2.413989e+12 6.411528e+22 1.124422e+12 1.143374e+14
  31.410   10.60020  232.492 3.302340e+17 2.583435e+12 6.918401e+22 1.201625e+12 1.233843e+14
  30.914   11.37421  231.733 3.555086e+17 2.751739e+12 7.447906e+22 1.280956e+12 1.328364e+14
  30.419   12.19063  231.264 3.817984e+17 2.910012e+12 7.998678e+22 1.363753e+12 1.426706e+14
  29.923   13.10515  230.489 4.118216e+17 3.082045e+12 8.627662e+22 1.458861e+12 1.539028e+14
  29.427   14.08416  229.399 4.446892e+17 3.256724e+12 9.316238e+22 1.563083e+12 1.662010e+14
  28.931   15.13957  228.086 4.807628e+17 3.419429e+12 1.007198e+23 1.677931e+12 1.797031e+14
  28.436   16.31286  227.158 5.201381e+17 3.583089e+12 1.089689e+23 1.800591e+12 1.944444e+14
  27.940   17.60965  227.014 5.618418e+17 3.741083e+12 1.177059e+23 1.927874e+12 2.100636e+14
  27.444   19.01614  227.214 6.061844e+17 3.897016e+12 1.269956e+23 2.061459e+12 2.266771e+14
  26.948   20.52761  227.234 6.543082e+17 4.048060e+12 1.370776e+23 2.204049e+12 2.447172e+14
  26.452   22.13666  226.750 7.071016e+17 4.171294e+12 1.481378e+23 2.351400e+12 2.645151e+14
  25.957   23.84768  225.992 7.643115e+17 4.274110e+12 1.601233e+23 2.498502e+12 2.859809e+14
  25.461   25.67779  224.928 8.268564e+17 4.365287e+12 1.732264e+23 2.641060e+12 3.094586e+14
  24.965   27.65366  223.674 8.954757e+17 4.442005e+12 1.876022e+23 2.788277e+12 3.352340e+14
  24.469   29.77742  222.272 9.703285e+17 4.477541e+12 2.032838e+23 2.955233e+12 3.633710e+14
  23.974   32.06707  220.765 1.052071e+18 4.437439e+12 2.204088e+23 3.151597e+12 3.941281e+14
  23.478   34.54724  220.448 1.135075e+18 4.332133e+12 2.377982e+23 3.357576e+12 4.253982e+14
  22.982   37.24749  220.711 1.222331e+18 4.289308e+12 2.560783e+23 3.572271e+12 4.583106e+14
  22.486   40.19954  219.758 1.324932e+18 4.250789e+12 2.775733e+23 3.820364e+12 4.970708e+14
  21.991   43.43319  218.348 1.440753e+18 4.121940e+12 3.018379e+23 4.103765e+12 5.408700e+14
  21.495   47.00413  218.829 1.555781e+18 3.993746e+12 3.259361e+23 4.404831e+12 5.844762e+14
  20.999   50.86827  218.802 1.683882e+18 3.883624e+12 3.527733e+23 4.757133e+12 6.331443e+14
  20.503   55.00597  216.783 1.837816e+18 3.628589e+12 3.850225e+23 5.179909e+12 6.916612e+14
  20.204   57.65171  215.520 1.937499e+18 3.237072e+12 4.059060e+23 5.445846e+12 7.297590e+14
  20.101   58.58661  215.250 1.971386e+18 3.093934e+12 4.130054e+23 5.537320e+12 7.428416e+14
  19.998   59.52153  214.980 2.005359e+18 3.043291e+12 4.201227e+23 5.630779e+12 7.558090e+14
  19.895   60.49761  215.031 2.037769e+18 2.994744e+12 4.269125e+23 5.720347e+12 7.681954e+14
  19.793   61.48875  215.198 2.069542e+18 2.968792e+12 4.335691e+23 5.809974e+12 7.803555e+14
  19.690   62.47991  215.365 2.101268e+18 2.940541e+12 4.402156e+23 5.899478e+12 7.925028e+14
  19.587   63.47443  215.524 2.133143e+18 2.910266e+12 4.468935e+23 5.989416e+12 8.047123e+14
  19.484   64.52570  215.537 2.168336e+18 2.876626e+12 4.542664e+23 6.090450e+12 8.181857e+14
  19.381   65.57696  215.551 2.203525e+18 2.835845e+12 4.616386e+23 6.192975e+12 8.316656e+14
  19.278   66.62820  215.564 2.238709e+18 2.792262e+12 4.690096e+23 6.295602e+12 8.451378e+14
  19.175   67.70880  215.568 2.274984e+18 2.747204e+12 4.766091e+23 6.401415e+12 8.590280e+14
  19.072   68.82359  215.559 2.312535e+18 2.702605e+12 4.844761e+23 6.511287e+12 8.734182e+14
  18.969   69.93841  215.550 2.350090e+18 2.655162e+12 4.923438e+23 6.621318e+12 8.878169e+14
  18.867   71.05322  215.541 2.387648e+18 2.604801e+12 5.002123e+23 6.731496e+12 9.022240e+14
  18.764   72.23133  215.542 2.427226e+18 2.559716e+12 5.085038e+23 6.848127e+12 9.174006e+14
  18.661   73.41342  215.544 2.466929e+18 2.519686e+12 5.168217e+23 6.966074e+12 9.326393e+14
  18.558   74.59548  215.545 2.506631e+18 2.477017e+12 5.251393e+23 7.084206e+12 9.478849e+14
  18.455   75.81293  215.470 2.548429e+18 2.433713e+12 5.338958e+23 7.208456e+12 9.639304e+14
  18.352   77.06738  215.315 2.592463e+18 2.397698e+12 5.431209e+23 7.341396e+12 9.808448e+14
  18.249   78.32178  215.160 2.636559e+18 2.359178e+12 5.523592e+23 7.474822e+12 9.977758e+14
  18.146   79.58408  214.996 2.681099e+18 2.318387e+12 5.616903e+23 7.609792e+12 1.014883e+15
  18.043   80.91587  214.751 2.729073e+18 2.290132e+12 5.717409e+23 7.755339e+12 1.033308e+15
  17.941   82.24769  214.506 2.777158e+18 2.267836e+12 5.818147e+23 7.901886e+12 1.051791e+15
