  65.323    0.00000
  60.323    0.00000
  55.323    0.00000
  50.323    0.00000
  45.323    0.00000
  40.323    0.00000
  39.823 653496730078190783718211207206881198080.00000
  39.327 647947123598910202451018552521179267072.00000
  38.831 647952226237610199084382623673184419840.00000
  38.336 647947123598910202451018552521179267072.00000
  37.840 647947123598910202451018552521179267072.00000
  37.344 647947123598910202451018552521179267072.00000
  36.848 647947123598910202451018552521179267072.00000
  36.353 647947123598910202451018552521179267072.00000
  35.857 647947123598910202451018552521179267072.00000
  35.361 647947123598910202451018552521179267072.00000
  34.865 647947123598910202451018552521179267072.00000
  34.370 647947123598910202451018552521179267072.00000
  33.874 647947123598910202451018552521179267072.00000
  33.378 647947123598910202451018552521179267072.00000
  32.882 647942020960210130259790755454850695168.00000
  32.387 647947123598910202451018552521179267072.00000
  31.891 647947123598910202451018552521179267072.00000
  31.395 647944552803839976869885441694542856192.00000
  30.899 647947123598910202451018552521179267072.00000
  30.404 647944552803839976869885441694542856192.00000
  29.908 647944552803839976869885441694542856192.00000
  29.412 647947123598910202451018552521179267072.00000
  28.916 647944552803839976869885441694542856192.00000
  28.421 647944552803839976869885441694542856192.00000
  27.925 647944552803839976869885441694542856192.00000
  27.429 647944552803839976869885441694542856192.00000
  26.933 647944552803839976869885441694542856192.00000
  26.438 647942020960210130259790755454850695168.00000
  25.942 647944552803839976869885441694542856192.00000
  25.446 647944552803839976869885441694542856192.00000
  24.950 647942020960210130259790755454850695168.00000
  24.455 647944552803839976869885441694542856192.00000
  23.959 647944552803839976869885441694542856192.00000
  23.463 647942020960210130259790755454850695168.00000
  22.967 647942020960210130259790755454850695168.00000
  22.472 647944552803839976869885441694542856192.00000
  21.976 647942020960210130259790755454850695168.00000
  21.480 647942020960210130259790755454850695168.00000
  20.984 647942020960210130259790755454850695168.00000
  20.489 647942020960210130259790755454850695168.00000
  20.189 391212258920030960624429822795032035328.00000
  20.086 134477374765431510422855949296831823872.00000
  19.983 134479926084781527629003916351415255040.00000
  19.881 134477374765431510422855949296831823872.00000
  19.778 134477374765431510422855949296831823872.00000
  19.675 134479926084781527629003916351415255040.00000
  19.572 134477374765431510422855949296831823872.00000
  19.469 134479926084781527629003916351415255040.00000
  19.366 134477374765431510422855949296831823872.00000
  19.263 134479926084781527629003916351415255040.00000
  19.160 134477374765431510422855949296831823872.00000
  19.057 134477374765431510422855949296831823872.00000
  18.955 134479926084781527629003916351415255040.00000
  18.852 134477374765431510422855949296831823872.00000
  18.749 134479926084781527629003916351415255040.00000
  18.646 134477374765431510422855949296831823872.00000
  18.543 134479926084781527629003916351415255040.00000
  18.440 134477374765431510422855949296831823872.00000
  18.337 134477374765431510422855949296831823872.00000
  18.234 134479926084781527629003916351415255040.00000
  18.131 134477374765431510422855949296831823872.00000
  18.029 134479926084781527629003916351415255040.00000
  17.926 134477374765431510422855949296831823872.00000
  17.823 134477374765431510422855949296831823872.00000
  17.720 134479926084781527629003916351415255040.00000
  17.617 134477374765431510422855949296831823872.00000
  17.514 134477374765431510422855949296831823872.00000
  17.411 134479926084781527629003916351415255040.00000
  17.308 134477374765431510422855949296831823872.00000
  17.205 134479926084781527629003916351415255040.00000
  17.102 134477374765431510422855949296831823872.00000
  17.000 134477374765431510422855949296831823872.00000
  16.897 134479926084781527629003916351415255040.00000
  16.794 134477374765431510422855949296831823872.00000
  16.691 134477374765431510422855949296831823872.00000
  16.588 134479926084781527629003916351415255040.00000
  16.485 134477374765431510422855949296831823872.00000
  16.382 134478650425106509581196967084833112064.00000
  16.279 134478650425106509581196967084833112064.00000
  16.176 134477374765431510422855949296831823872.00000
  16.074 134478650425106509581196967084833112064.00000
  15.971 134478650425106509581196967084833112064.00000
  15.868 134478650425106509581196967084833112064.00000
  15.765 134477374765431510422855949296831823872.00000
  15.662 134478650425106509581196967084833112064.00000
  15.559 134478650425106509581196967084833112064.00000
  15.456 134477374765431510422855949296831823872.00000
  15.353 134478650425106509581196967084833112064.00000
  15.250 134478650425106509581196967084833112064.00000
  15.148 134477374765431510422855949296831823872.00000
  15.045 134478650425106509581196967084833112064.00000
  14.942 134477374765431510422855949296831823872.00000
  14.839 134478650425106509581196967084833112064.00000
  14.736 134478650425106509581196967084833112064.00000
  14.633 134477374765431510422855949296831823872.00000
  14.530 134478650425106509581196967084833112064.00000
  14.427 134478650425106509581196967084833112064.00000
  14.324 134477374765431510422855949296831823872.00000
  14.222 134478650425106509581196967084833112064.00000
  14.119 134477374765431510422855949296831823872.00000
  14.016 134478650425106509581196967084833112064.00000
  13.913 134478650425106509581196967084833112064.00000
  13.810 134477374765431510422855949296831823872.00000
  13.707 134478650425106509581196967084833112064.00000
  13.604 134477374765431510422855949296831823872.00000
  13.501 134478650425106509581196967084833112064.00000
  13.398 134477374765431510422855949296831823872.00000
  13.296 134478650425106509581196967084833112064.00000
  13.193 134477374765431510422855949296831823872.00000
  13.090 134478650425106509581196967084833112064.00000
  12.987 134477374765431510422855949296831823872.00000
  12.884 134478650425106509581196967084833112064.00000
  12.781 134478650425106509581196967084833112064.00000
  12.678 134477374765431510422855949296831823872.00000
  12.575 134478650425106509581196967084833112064.00000
  12.472 134477374765431510422855949296831823872.00000
  12.369 134478650425106509581196967084833112064.00000
  12.267 134477374765431510422855949296831823872.00000
  12.164 134478650425106509581196967084833112064.00000
  12.061 134477374765431510422855949296831823872.00000
  11.958 134478650425106509581196967084833112064.00000
  11.855 134477374765431510422855949296831823872.00000
  11.752 134477374765431510422855949296831823872.00000
  11.649 134478650425106509581196967084833112064.00000
  11.546 134477374765431510422855949296831823872.00000
  11.443 134478650425106509581196967084833112064.00000
  11.341 134477374765431510422855949296831823872.00000
  11.238 134478650425106509581196967084833112064.00000
  11.135 134477374765431510422855949296831823872.00000
  11.032 134478650425106509581196967084833112064.00000
  10.929 134477374765431510422855949296831823872.00000
  10.826 134477374765431510422855949296831823872.00000
  10.723 134478650425106509581196967084833112064.00000
  10.620 134477374765431510422855949296831823872.00000
  10.517 134478650425106509581196967084833112064.00000
  10.415 134477374765431510422855949296831823872.00000
  10.312 134477374765431510422855949296831823872.00000
  10.209 134478650425106509581196967084833112064.00000
  10.106 134477374765431510422855949296831823872.00000
  10.003 134478650425106509581196967084833112064.00000
   9.900 134477374765431510422855949296831823872.00000
   9.797 134477374765431510422855949296831823872.00000
   9.694 134478650425106509581196967084833112064.00000
   9.591 134477374765431510422855949296831823872.00000
   9.489 134477374765431510422855949296831823872.00000
   9.386 134478650425106509581196967084833112064.00000
   9.283 134477374765431510422855949296831823872.00000
   9.180 134477374765431510422855949296831823872.00000
   9.077 134478650425106509581196967084833112064.00000
